enu,nue,nuebar,numu,numubar,nutau,nutaubar
# Energy in GeV, Fluxes in 1/GeV/cm/s/sr
# From "Minimal Cosmogenic Neutrinos"
# M. Ahlers, et al, Phys Rev D (2012) 86 083010
# https://journals.aps.org/prd/abstract/10.1103/PhysRevD.86.083010, https://arxiv.org/abs/1208.4181
# Fig 1, solid red line
1.861E+11,2.603E-35,2.603E-35,2.603E-35,2.603E-35,2.603E-35,2.603E-35
1.935E+11,2.152E-35,2.152E-35,2.152E-35,2.152E-35,2.152E-35,2.152E-35
2.011E+11,1.769E-35,1.769E-35,1.769E-35,1.769E-35,1.769E-35,1.769E-35
2.090E+11,1.455E-35,1.455E-35,1.455E-35,1.455E-35,1.455E-35,1.455E-35
2.166E+11,1.201E-35,1.201E-35,1.201E-35,1.201E-35,1.201E-35,1.201E-35
2.251E+11,9.858E-36,9.858E-36,9.858E-36,9.858E-36,9.858E-36,9.858E-36
2.336E+11,8.085E-36,8.085E-36,8.085E-36,8.085E-36,8.085E-36,8.085E-36
2.428E+11,6.630E-36,6.630E-36,6.630E-36,6.630E-36,6.630E-36,6.630E-36
2.524E+11,5.437E-36,5.437E-36,5.437E-36,5.437E-36,5.437E-36,5.437E-36
2.627E+11,4.382E-36,4.382E-36,4.382E-36,4.382E-36,4.382E-36,4.382E-36
2.737E+11,3.548E-36,3.548E-36,3.548E-36,3.548E-36,3.548E-36,3.548E-36
2.829E+11,2.963E-36,2.963E-36,2.963E-36,2.963E-36,2.963E-36,2.963E-36
2.944E+11,2.434E-36,2.434E-36,2.434E-36,2.434E-36,2.434E-36,2.434E-36
